"EmpId","Attrition","StandardHours","HourlyRate","MonthlyIncome","PercentSalaryHike","StockOptionLevel","Age","DistanceFromHome","Education","EducationField","Gender","MaritalStatus","BusinessTravel","Department","JobLevel","JobRole","JobSatisfaction","NumCompaniesWorked","PerformanceRating","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","OverTime","MonthlyIncomeBins","EducationBins","JobSatisfactionBins","WorkLifeBalanceBins"
100495,"No",200,13,2579,18,2,34,14,3,"Technical Degree","Female","Divorced","Travel_Rarely","Sales","1","Sales Representative","3",1,"3",8,"3","3",8,2,0,6,"Yes","0-3K","Bachelor","High","Better"
100496,"Yes",200,15,3041,11,1,27,2,1,"Marketing","Male","Divorced","Travel_Rarely","Sales","1","Sales Representative","1",0,"3",5,"3","3",4,3,0,2,"No","3K-5K","Below College","Low","Better"
100497,"No",200,17,3447,11,0,21,22,1,"Technical Degree","Male","Single","Travel_Rarely","Sales","1","Sales Representative","3",1,"3",3,"2","3",3,2,1,2,"No","3K-5K","Below College","High","Better"
100498,"No",200,98,19513,12,1,44,3,4,"Other","Male","Married","Travel_Rarely","Research & Development","5","Manager","4",4,"3",26,"2","4",2,2,0,1,"Yes","12K+","Masters","Very High","Best"
100499,"No",200,14,2773,20,0,22,6,1,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","3",0,"4",3,"3","3",2,2,2,2,"No","0-3K","Below College","High","Better"
100500,"No",200,36,7104,12,0,33,8,4,"Marketing","Male","Divorced","Travel_Rarely","Sales","2","Sales Executive","3",0,"3",6,"3","3",5,0,1,2,"No","5K-8K","Masters","High","Better"
100501,"No",200,32,6322,12,1,32,9,4,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","2","Research Scientist","4",1,"3",6,"2","2",6,4,0,5,"Yes","5K-8K","Masters","Very High","Good"
100502,"No",200,10,2083,20,1,30,3,3,"Medical","Female","Divorced","Travel_Frequently","Research & Development","1","Research Scientist","3",1,"4",1,"2","3",1,0,0,0,"No","0-3K","Bachelor","High","Better"
100503,"No",200,42,8381,20,0,53,1,1,"Medical","Female","Single","Travel_Rarely","Sales","2","Sales Executive","1",7,"4",18,"2","4",14,7,8,10,"No","8K-12K","Below College","Low","Best"
100504,"No",200,13,2691,12,1,34,1,5,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","4",1,"3",10,"4","2",10,9,8,8,"No","0-3K","Doctor","Very High","Good"
100505,"Yes",200,21,4286,14,2,45,26,4,"Life Sciences","Female","Married","Travel_Frequently","Sales","2","Sales Executive","1",2,"3",5,"4","3",1,1,0,0,"No","3K-5K","Masters","Low","Better"
100506,"No",200,13,2659,13,1,26,6,3,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","4",1,"3",3,"2","3",3,2,0,2,"Yes","0-3K","Bachelor","Very High","Better"
100507,"No",200,47,9434,15,1,37,3,3,"Other","Male","Married","Travel_Rarely","Research & Development","3","Manufacturing Director","3",1,"3",10,"2","3",10,7,7,8,"No","8K-12K","Bachelor","High","Better"
100508,"No",200,28,5561,14,1,29,3,2,"Medical","Female","Married","Travel_Rarely","Sales","2","Sales Executive","3",1,"3",6,"5","2",6,0,1,2,"No","5K-8K","College","High","Good"
100509,"No",200,33,6646,13,0,35,6,4,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","2","Research Scientist","4",1,"3",17,"3","3",17,11,11,8,"No","5K-8K","Masters","Very High","Better"
100510,"No",200,39,7725,23,1,33,6,3,"Life Sciences","Male","Divorced","Travel_Frequently","Research & Development","2","Healthcare Representative","4",3,"4",15,"2","1",13,11,4,7,"No","5K-8K","Bachelor","Very High","Bad"
100511,"No",200,54,10725,15,1,54,19,4,"Medical","Male","Married","Travel_Rarely","Human Resources","3","Human Resources","2",2,"3",16,"1","4",9,7,7,1,"No","8K-12K","Masters","Medium","Best"
100512,"No",200,44,8847,11,1,36,9,2,"Medical","Male","Divorced","Travel_Rarely","Research & Development","2","Manufacturing Director","2",2,"3",13,"2","3",3,2,0,2,"Yes","8K-12K","College","Medium","Better"
100513,"No",200,10,2045,13,0,27,3,4,"Medical","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","4",0,"3",5,"0","3",4,2,1,1,"No","0-3K","Masters","Very High","Better"
100514,"Yes",200,5,1009,11,0,20,10,1,"Medical","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","3",1,"3",1,"5","3",1,0,1,1,"Yes","0-3K","Below College","High","Better"
100515,"Yes",200,17,3348,11,0,33,3,3,"Life Sciences","Male","Single","Travel_Frequently","Research & Development","1","Research Scientist","1",1,"1",10,"3","3",10,8,9,7,"Yes","3K-5K","Bachelor","Low","Better"
100516,"No",200,6,1281,18,2,35,3,3,"Life Sciences","Male","Married","Non-Travel","Research & Development","1","Laboratory Technician","3",1,"3",1,"3","3",1,0,0,0,"No","0-3K","Bachelor","High","Better"
100517,"No",200,14,2819,16,1,23,4,3,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","1",2,"3",5,"3","4",3,2,0,2,"No","0-3K","Bachelor","Low","Best"
100518,"No",200,24,4851,22,1,25,8,3,"Life Sciences","Male","Married","Travel_Rarely","Sales","2","Sales Executive","2",0,"4",4,"4","3",3,2,1,2,"No","3K-5K","Bachelor","Medium","Better"
100519,"No",200,20,4028,20,0,38,7,4,"Marketing","Female","Single","Travel_Rarely","Sales","2","Sales Executive","4",0,"4",8,"2","3",7,7,0,5,"No","3K-5K","Masters","Very High","Better"
100520,"No",200,14,2720,18,1,29,1,4,"Life Sciences","Male","Divorced","Travel_Frequently","Research & Development","1","Research Scientist","4",1,"3",10,"5","3",10,7,2,8,"No","0-3K","Masters","Very High","Better"
100521,"No",200,41,8120,12,0,48,2,1,"Marketing","Male","Married","Travel_Rarely","Sales","2","Sales Executive","2",3,"1",12,"3","3",2,2,2,2,"No","8K-12K","Below College","Medium","Better"
100522,"No",200,23,4647,20,2,27,3,1,"Medical","Female","Divorced","Travel_Frequently","Sales","2","Sales Executive","4",1,"4",6,"3","3",6,5,0,4,"Yes","3K-5K","Below College","Very High","Better"
100523,"No",200,23,4680,17,0,37,10,2,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","4",3,"3",4,"2","3",1,0,0,0,"No","3K-5K","College","Very High","Better"
100524,"No",200,16,3221,11,3,50,28,1,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","3",1,"3",20,"3","3",20,8,3,8,"Yes","3K-5K","Below College","High","Better"
100525,"No",200,43,8621,14,0,34,9,3,"Medical","Female","Single","Travel_Rarely","Research & Development","3","Healthcare Representative","2",1,"2",9,"3","4",8,7,7,7,"No","8K-12K","Bachelor","Medium","Best"
100526,"Yes",200,23,4577,14,0,24,3,2,"Life Sciences","Female","Single","Travel_Rarely","Sales","2","Sales Executive","3",9,"3",4,"3","3",2,2,2,0,"No","3K-5K","College","High","Better"
100527,"No",200,23,4553,11,0,39,2,4,"Technical Degree","Female","Single","Travel_Rarely","Research & Development","2","Healthcare Representative","3",1,"3",20,"4","3",20,7,11,10,"No","3K-5K","Masters","High","Better"
100528,"No",200,27,5396,12,0,32,10,3,"Marketing","Male","Single","Travel_Rarely","Sales","2","Sales Executive","4",1,"3",10,"2","2",10,7,0,8,"No","5K-8K","Bachelor","Very High","Good"
100529,"Yes",200,34,6796,14,1,50,8,2,"Technical Degree","Male","Married","Travel_Frequently","Sales","2","Sales Executive","3",3,"3",18,"4","3",4,3,1,3,"Yes","5K-8K","College","High","Better"
100530,"No",200,38,7625,13,0,38,1,4,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","2","Healthcare Representative","4",0,"3",10,"4","2",9,7,1,8,"No","5K-8K","Masters","Very High","Good"
100531,"No",200,37,7412,11,0,27,1,2,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","3","Manufacturing Director","1",1,"1",9,"3","3",9,7,0,7,"No","5K-8K","College","Low","Better"
100532,"No",200,56,11159,15,0,32,3,2,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","3","Research Director","4",3,"3",10,"6","3",7,7,7,7,"No","8K-12K","College","Very High","Better"
100533,"No",200,25,4960,12,0,47,14,4,"Marketing","Male","Single","Travel_Rarely","Sales","2","Sales Executive","1",2,"1",20,"2","3",7,7,1,7,"No","3K-5K","Masters","Low","Better"
100534,"No",200,52,10475,21,1,40,5,4,"Life Sciences","Male","Married","Travel_Frequently","Sales","3","Sales Executive","1",5,"4",20,"2","3",18,13,1,12,"Yes","8K-12K","Masters","Low","Better"
100535,"No",200,74,14814,19,0,53,7,3,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","4","Research Director","3",3,"3",32,"3","3",5,1,1,3,"No","12K+","Bachelor","High","Better"
100536,"No",200,96,19141,15,3,41,10,4,"Human Resources","Male","Divorced","Travel_Rarely","Human Resources","5","Manager","4",3,"3",23,"2","2",21,6,12,6,"No","12K+","Masters","Very High","Good"
100537,"No",200,27,5405,14,0,60,16,4,"Marketing","Male","Single","Travel_Rarely","Sales","2","Sales Executive","1",8,"2",10,"1","3",2,2,2,2,"No","5K-8K","Masters","Low","Better"
100538,"No",200,44,8793,21,2,27,10,2,"Life Sciences","Male","Divorced","Travel_Frequently","Research & Development","3","Manufacturing Director","1",1,"4",9,"4","2",9,7,1,7,"No","8K-12K","College","Low","Good"
100539,"No",200,96,19189,12,1,41,1,3,"Human Resources","Male","Married","Travel_Rarely","Human Resources","5","Manager","3",1,"3",22,"3","3",22,7,2,10,"No","12K+","Bachelor","High","Better"
100540,"No",200,19,3875,15,1,50,8,4,"Marketing","Male","Married","Travel_Rarely","Sales","1","Sales Representative","2",7,"3",4,"2","3",2,2,2,2,"No","3K-5K","Masters","Medium","Better"
100541,"Yes",200,11,2216,13,0,28,1,2,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","1","Research Scientist","2",7,"2",10,"4","3",7,7,3,7,"Yes","0-3K","College","Medium","Better"
100542,"No",200,59,11713,14,1,36,8,3,"Life Sciences","Female","Married","Non-Travel","Research & Development","3","Research Director","1",9,"3",10,"2","3",8,7,0,5,"No","8K-12K","Bachelor","Low","Better"
100543,"No",200,39,7861,14,0,38,1,3,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","3","Manufacturing Director","3",4,"3",10,"4","4",1,0,0,0,"Yes","5K-8K","Bachelor","High","Best"
100544,"No",200,19,3708,14,0,44,24,3,"Medical","Male","Single","Non-Travel","Research & Development","1","Laboratory Technician","3",2,"3",9,"5","3",5,2,1,4,"No","3K-5K","Bachelor","High","Better"
100545,"No",200,69,13770,12,2,47,3,3,"Medical","Female","Divorced","Travel_Frequently","Sales","4","Sales Executive","3",9,"3",28,"2","2",22,2,11,13,"Yes","12K+","Bachelor","High","Good"
100546,"No",200,27,5304,23,1,30,27,5,"Marketing","Male","Divorced","Travel_Rarely","Sales","2","Sales Executive","4",7,"4",10,"2","2",8,7,7,7,"No","5K-8K","Doctor","Very High","Good"
100547,"No",200,13,2642,11,0,29,10,3,"Life Sciences","Male","Single","Travel_Rarely","Sales","1","Sales Representative","3",1,"3",1,"6","3",1,0,0,0,"No","0-3K","Bachelor","High","Better"
100548,"Yes",200,14,2759,12,0,42,19,3,"Medical","Male","Divorced","Travel_Frequently","Research & Development","1","Research Scientist","3",6,"3",7,"2","3",2,2,2,2,"Yes","0-3K","Bachelor","High","Better"
100549,"No",200,34,6804,18,1,43,15,3,"Life Sciences","Male","Married","Travel_Frequently","Sales","2","Sales Executive","4",3,"3",7,"5","3",2,2,2,2,"No","5K-8K","Bachelor","Very High","Better"
100550,"No",200,31,6142,11,0,34,8,2,"Medical","Female","Single","Travel_Rarely","Research & Development","2","Healthcare Representative","3",3,"3",10,"2","3",5,1,4,3,"No","5K-8K","College","High","Better"
100551,"No",200,13,2500,14,1,23,9,1,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","1",1,"3",5,"2","4",4,3,0,2,"No","0-3K","Below College","Low","Best"
100552,"No",200,32,6389,15,1,39,3,3,"Human Resources","Female","Married","Travel_Rarely","Human Resources","2","Human Resources","2",9,"1",12,"3","1",8,3,3,6,"No","5K-8K","Bachelor","Medium","Bad"
100553,"No",200,56,11103,11,0,56,9,3,"Medical","Male","Married","Travel_Rarely","Research & Development","4","Healthcare Representative","4",7,"3",30,"1","2",10,7,1,1,"No","8K-12K","Bachelor","Very High","Good"
100554,"No",200,12,2342,20,0,40,2,1,"Medical","Female","Single","Travel_Rarely","Research & Development","1","Research Scientist","4",0,"4",5,"2","2",4,2,2,3,"Yes","0-3K","Below College","Very High","Good"
100555,"No",200,34,6811,19,0,27,7,3,"Medical","Female","Single","Travel_Rarely","Research & Development","2","Healthcare Representative","1",8,"3",9,"2","1",7,6,0,7,"No","5K-8K","Bachelor","Low","Bad"
100556,"No",200,11,2297,14,2,29,10,3,"Marketing","Male","Divorced","Travel_Rarely","Sales","1","Sales Representative","2",1,"3",2,"2","3",2,2,2,2,"No","0-3K","Bachelor","Medium","Better"
100557,"No",200,12,2450,17,0,53,6,3,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","2","Laboratory Technician","4",2,"3",19,"4","3",2,2,2,2,"No","0-3K","Bachelor","Very High","Better"
100558,"No",200,25,5093,11,1,35,2,4,"Life Sciences","Female","Divorced","Non-Travel","Research & Development","2","Healthcare Representative","1",2,"3",16,"2","4",1,0,0,0,"No","5K-8K","Masters","Low","Best"
100559,"No",200,27,5309,15,2,32,24,4,"Life Sciences","Male","Married","Travel_Frequently","Research & Development","2","Laboratory Technician","4",1,"3",10,"2","3",10,8,4,7,"No","5K-8K","Masters","Very High","Better"
100560,"No",200,15,3057,13,1,38,2,5,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","3",6,"3",6,"0","1",1,0,0,1,"Yes","3K-5K","Doctor","High","Bad"
100561,"No",200,26,5121,14,1,34,8,5,"Life Sciences","Female","Divorced","Travel_Rarely","Research & Development","2","Manufacturing Director","1",3,"3",7,"3","3",0,0,0,0,"No","5K-8K","Doctor","Low","Better"
100562,"No",200,84,16856,11,0,52,3,4,"Marketing","Male","Married","Travel_Rarely","Sales","4","Manager","1",1,"3",34,"3","4",34,6,1,16,"No","12K+","Masters","Low","Best"
100563,"Yes",200,13,2686,13,0,33,1,4,"Other","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","4",1,"3",10,"2","2",10,9,7,8,"Yes","0-3K","Masters","Very High","Good"
100564,"No",200,31,6180,23,0,25,26,1,"Medical","Female","Single","Travel_Rarely","Sales","2","Sales Executive","4",1,"4",6,"5","2",6,5,1,4,"No","5K-8K","Below College","Very High","Good"
100565,"No",200,33,6632,13,0,45,2,2,"Technical Degree","Male","Single","Travel_Rarely","Sales","2","Sales Representative","3",0,"3",9,"3","3",8,7,3,1,"No","5K-8K","College","High","Better"
100566,"No",200,18,3505,18,0,23,10,1,"Medical","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","3",1,"3",2,"3","3",2,2,0,2,"No","3K-5K","Below College","High","Better"
100567,"Yes",200,32,6397,12,0,47,27,2,"Life Sciences","Female","Single","Travel_Frequently","Sales","2","Sales Executive","3",4,"3",8,"2","3",5,4,1,3,"Yes","5K-8K","College","High","Better"
100568,"No",200,31,6274,22,0,34,2,3,"Other","Male","Single","Travel_Rarely","Sales","2","Sales Executive","4",1,"4",6,"5","3",6,5,1,4,"No","5K-8K","Bachelor","Very High","Better"
100569,"Yes",200,99,19859,13,1,55,2,3,"Medical","Male","Married","Travel_Rarely","Research & Development","5","Manager","1",5,"3",24,"2","3",5,2,1,4,"Yes","12K+","Bachelor","Low","Better"
100570,"No",200,38,7587,15,0,36,8,4,"Life Sciences","Male","Single","Non-Travel","Sales","3","Sales Executive","1",1,"2",10,"1","3",10,7,0,9,"No","5K-8K","Masters","Low","Better"
100571,"No",200,21,4258,18,1,52,19,4,"Medical","Male","Married","Non-Travel","Research & Development","1","Research Scientist","4",0,"3",5,"3","3",4,3,1,2,"No","3K-5K","Masters","Very High","Better"
100572,"No",200,22,4364,14,1,26,1,2,"Life Sciences","Female","Divorced","Travel_Frequently","Research & Development","1","Laboratory Technician","4",3,"3",5,"2","3",2,2,2,0,"No","3K-5K","College","Very High","Better"
100573,"No",200,22,4335,12,1,29,27,3,"Medical","Female","Married","Travel_Rarely","Research & Development","2","Healthcare Representative","3",4,"3",11,"3","2",8,7,1,1,"No","3K-5K","Bachelor","High","Good"
100574,"Yes",200,27,5326,17,0,26,8,3,"Technical Degree","Male","Single","Travel_Rarely","Sales","2","Sales Executive","1",6,"3",6,"2","2",4,3,1,2,"No","5K-8K","Bachelor","Low","Good"
100575,"No",200,16,3280,16,0,34,1,4,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","1","Research Scientist","4",2,"3",10,"2","3",4,2,1,3,"No","3K-5K","Masters","Very High","Better"
100576,"No",200,27,5485,11,2,54,19,4,"Medical","Female","Divorced","Travel_Rarely","Research & Development","2","Manufacturing Director","1",9,"3",9,"4","3",5,3,1,4,"Yes","5K-8K","Masters","Low","Better"
100577,"No",200,22,4342,19,1,27,8,1,"Marketing","Male","Married","Travel_Frequently","Sales","2","Sales Executive","4",0,"3",5,"3","3",4,2,1,1,"No","3K-5K","Below College","Very High","Better"
100578,"No",200,14,2782,13,2,37,10,1,"Life Sciences","Female","Divorced","Travel_Rarely","Research & Development","1","Research Scientist","1",0,"2",6,"3","2",5,3,4,3,"Yes","0-3K","Below College","Low","Good"
100579,"No",200,30,5980,12,0,38,2,4,"Life Sciences","Female","Single","Travel_Frequently","Research & Development","2","Manufacturing Director","1",6,"1",17,"2","3",15,7,4,12,"Yes","5K-8K","Masters","Low","Better"
100580,"No",200,22,4381,11,0,34,2,4,"Medical","Female","Single","Travel_Rarely","Research & Development","1","Research Scientist","1",1,"1",6,"3","3",6,5,1,3,"No","3K-5K","Masters","Low","Better"
100581,"No",200,13,2572,16,1,35,8,4,"Life Sciences","Female","Married","Travel_Rarely","Sales","1","Sales Representative","4",1,"3",3,"1","2",3,2,0,2,"No","0-3K","Masters","Very High","Good"
100582,"No",200,19,3833,21,2,30,1,3,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","3",3,"4",7,"2","3",2,2,0,2,"No","3K-5K","Bachelor","High","Better"
100583,"No",200,21,4244,24,1,40,2,2,"Medical","Female","Married","Travel_Frequently","Research & Development","2","Healthcare Representative","2",1,"4",8,"2","3",8,7,3,7,"No","3K-5K","College","Medium","Better"
100584,"No",200,33,6500,17,1,34,8,2,"Life Sciences","Female","Married","Travel_Rarely","Sales","2","Sales Executive","1",5,"3",6,"1","3",3,2,1,2,"No","5K-8K","College","Low","Better"
100585,"No",200,92,18430,13,1,42,8,3,"Life Sciences","Male","Divorced","Travel_Frequently","Research & Development","5","Manager","4",1,"3",24,"4","2",24,7,14,9,"No","12K+","Bachelor","Very High","Good"
100586,"Yes",200,8,1601,21,2,23,6,3,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","1",1,"4",1,"2","3",0,0,0,0,"Yes","0-3K","Bachelor","Low","Better"
100587,"No",200,13,2694,11,3,24,9,3,"Life Sciences","Male","Divorced","Non-Travel","Research & Development","1","Laboratory Technician","2",1,"3",1,"4","3",1,0,0,0,"No","0-3K","Bachelor","Medium","Better"
100588,"No",200,16,3149,20,1,52,11,4,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","2","Laboratory Technician","3",8,"4",9,"3","3",5,2,1,4,"No","3K-5K","Masters","High","Better"
